10	8	2	11
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	2	0
0	0	2	0
0	0	0	0
0	0	2	0
1	0	2	2
0	0	0	0
0	2	0	0
13	13	18	25
10	6	7	6
8	4	4	8
0	0	0	0
0	0	0	0
2	2	2	6
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	0	2
0	0	0	0
0	0	0	0
0	0	0	0
13	4	8	20
4	4	10	8
2	2	0	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	8
2	2	3	0
38	30	34	32
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	0	0	0
24	45	31	42
0	0	0	0
44	42	44	36
2	7	0	2
2	0	2	0
0	0	0	0
0	2	5	2
0	0	2	0
0	0	0	0
4	2	0	0
2	4	5	4
6	12	12	5
1	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	6	0	12
3	6	3	14
13	17	10	9
0	0	0	0
0	0	0	0
4	2	5	4
0	1	0	2
143	102	131	160
3	2	1	1
0	2	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
9	4	13	8
2	4	4	0
0	0	0	0
0	0	0	0
8	2	6	3
0	0	0	0
8	6	10	4
0	1	2	0
0	1	2	0
2	2	2	1
5	6	6	9
4	10	4	3
4	8	4	10
7	7	1	2
18	31	14	16
6	4	12	9
18	38	29	28
10	8	10	10
6	2	7	3
3	2	2	9
1	8	4	11
14	4	2	10
4	10	4	6
6	1	2	3
2	10	5	4
10	8	8	6
5	15	9	6
2	0	0	0
0	0	0	2
0	0	0	0
0	0	0	4
0	0	0	0
0	2	0	0
0	4	0	2
2	2	0	2
2	0	4	2
0	0	2	0
0	0	0	0
2	0	0	2
6	2	6	2
0	0	0	0
2	8	2	0
1	0	0	0
0	0	0	0
2	4	2	0
2	0	4	4
0	0	0	0
0	4	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	2
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	2	6	4
6	3	2	6
4	10	10	10
3	6	8	10
14	16	12	20
6	6	2	11
4	16	14	0
6	33	17	23
78	45	41	81
8	2	6	5
0	2	4	2
19	16	14	21
30	46	63	42
10	23	22	12
19	11	13	26
6	26	18	19
23	15	15	12
6	8	12	4
19	5	2	8
0	4	2	4
20	10	10	12
2	0	2	6
28	25	24	17
0	2	2	1
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	1	0	4
0	3	0	0
0	2	0	0
0	0	2	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
2	2	0	8
0	0	2	0
1	0	1	2
2	0	3	2
2	8	0	3
4	10	4	9
13	18	10	15
0	10	13	7
14	6	14	10
9	30	20	23
3	3	2	5
4	8	10	7
6	12	8	2
4	5	8	0
0	0	0	2
4	2	0	0
3	2	2	0
4	4	7	8
4	12	16	6
8	8	6	9
10	10	10	10
11	14	14	7
7	12	18	6
0	0	0	0
3	7	0	8
0	3	0	0
6	2	6	4
8	12	6	15
7	6	4	10
0	2	2	2
4	3	6	4
8	10	3	5
5	5	12	6
10	6	7	5
2	4	8	6
7	6	0	3
8	11	22	17
2	8	6	5
10	27	27	18
20	31	48	43
12	16	3	16
0	2	3	2
6	2	5	4
8	2	4	4
24	7	12	7
6	4	4	2
25	22	14	16
2	2	6	2
2	8	1	7
4	4	4	2
4	0	2	5
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	2	0	0
0	0	2	0
0	0	2	0
2	2	0	4
0	0	0	0
2	0	0	0
0	0	0	0
6	3	18	11
2	0	0	0
0	0	0	0
4	4	6	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	4	8	0
0	0	0	2
0	0	0	0
0	4	0	8
0	0	0	0
0	0	0	2
4	6	6	2
0	0	0	0
0	0	0	0
8	6	2	4
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
4	2	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	2	6	2
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	2	2	0
16	6	4	10
17	6	10	6
2	2	0	4
0	0	0	0
0	0	0	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	2	2
0	6	2	2
0	2	1	0
0	0	3	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	6
0	0	0	0
0	0	0	0
4	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	2	6
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	0	0	0
4	19	7	4
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	2	0
0	0	0	0
0	4	0	0
0	5	2	2
0	0	6	2
0	4	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
5	2	12	11
74	72	59	59
6	8	6	10
9	8	10	8
1	6	1	7
6	6	8	10
2	0	4	10
4	1	4	6
8	6	0	10
8	8	15	5
5	12	11	13
5	14	3	6
16	9	8	4
0	2	4	10
3	6	4	6
1	0	2	5
24	32	25	28
3	13	5	8
8	7	7	7
5	5	1	9
1	8	4	2
2	6	6	2
2	2	2	4
0	0	0	0
0	0	2	0
4	2	0	4
4	11	1	12
2	4	0	10
0	2	0	2
6	2	2	4
24	32	18	34
38	31	17	28
2	5	6	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	2	9	0
5	8	11	6
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
8	8	0	2
4	4	0	2
16	14	28	24
0	0	4	2
0	0	0	0
4	0	4	0
0	4	10	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
11	6	8	16
12	9	10	20
0	4	0	0
0	6	0	0
2	0	1	0
8	4	2	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	2	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
30	24	26	23
2	3	0	0
4	4	8	2
7	21	11	6
0	2	0	0
6	0	4	5
2	4	2	4
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	1	2
0	0	0	0
0	0	0	0
0	2	2	0
6	4	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	4	4	0
2	2	2	4
0	0	0	1
10	16	2	7
87	98	99	76
4	37	27	12
2	2	2	0
3	8	2	6
0	2	2	4
2	6	2	2
7	8	11	16
0	2	2	0
2	2	2	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	4	8	0
0	0	0	0
1	0	0	0
0	2	0	0
2	0	0	4
2	4	2	0
4	4	2	6
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	2	0	0
0	0	4	8
0	0	2	0
5	6	0	4
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
2	2	6	7
4	8	12	3
0	0	0	0
0	2	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	2
0	0	0	0
0	0	0	0
2	0	0	8
0	0	0	0
0	0	2	2
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	2
0	4	2	2
0	2	0	0
2	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
6	4	6	0
2	2	2	0
0	4	0	2
0	0	0	0
0	0	0	0
2	4	0	8
6	17	4	6
2	6	6	4
0	2	0	0
0	6	0	2
0	2	0	0
3	8	12	12
2	0	11	6
4	7	8	4
6	15	11	4
3	4	2	0
0	2	3	2
2	0	0	6
31	25	19	62
42	23	28	29
0	0	0	0
0	4	6	0
0	2	0	0
0	0	0	0
0	0	0	0
7	6	2	2
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	6	6	2
4	2	3	3
154	118	100	94
3	2	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
85	85	79	57
324	246	247	186
363	335	320	302
307	203	205	197
88	87	88	65
2	0	2	2
0	0	0	2
152	141	112	83
0	2	0	0
0	0	0	0
0	2	2	5
0	2	2	0
0	0	1	0
12	10	6	15
1	0	2	3
0	0	0	0
0	0	0	0
1	2	4	0
0	0	0	2
39	36	43	62
62	57	70	85
29	31	43	68
16	12	8	7
0	0	0	0
2	0	0	0
0	0	2	1
1	8	6	5
3	14	2	5
28	12	12	29
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	2	0
20	16	10	117
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	4	0	2
104	108	101	105
0	0	3	2
1	0	2	0
4	6	4	4
29	14	24	25
0	4	2	7
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
17	8	7	10
2	0	2	4
9	6	10	8
2	4	2	2
0	5	6	0
8	15	6	17
0	2	2	3
52	58	58	56
85	44	61	54
6	10	4	0
65	44	48	56
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
2	2	2	0
18	8	6	0
0	0	1	0
4	0	6	0
0	4	2	0
0	3	4	0
0	0	0	0
4	2	4	2
1	1	1	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	3	2	0
0	1	2	0
16	14	8	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	4
0	2	4	4
0	0	0	0
0	0	0	0
0	0	2	4
0	4	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	1
2	2	0	2
0	4	2	4
0	2	0	0
0	0	0	0
0	4	0	2
2	5	2	2
2	0	0	4
2	0	2	0
0	1	0	2
5	6	7	12
0	6	0	2
4	0	0	5
9	2	9	10
7	0	14	6
0	0	0	0
1	4	0	6
2	7	2	4
1	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
2	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	1	0
0	0	0	0
0	0	2	0
0	0	0	0
6	4	10	0
12	10	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	3	4	2
0	0	0	0
0	0	0	0
2	0	2	8
2	0	0	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
5	4	4	2
34	42	38	22
2	0	0	0
10	6	12	6
0	0	0	0
2	4	2	4
0	0	0	0
2	0	2	2
0	2	0	0
2	1	0	4
4	8	2	0
8	7	16	8
0	2	4	1
0	0	2	0
2	0	0	2
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	1	0	2
2	1	0	1
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	2
2	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
2	2	0	0
4	12	6	18
6	5	2	0
42	29	48	36
10	18	14	15
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
2	2	0	4
0	6	0	0
0	0	0	0
0	0	0	0
3	2	0	0
0	0	2	2
0	0	0	0
0	0	0	2
10	8	10	4
4	8	0	10
3	1	0	3
2	10	4	10
1	0	9	2
0	0	0	0
28	6	18	11
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7	10	16	2
0	0	0	0
5	20	13	6
0	0	0	0
2	6	4	2
0	6	4	0
0	2	4	0
2	4	2	2
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	0	0	0
0	6	0	0
16	12	22	22
26	29	23	38
0	0	0	0
2	2	2	0
49	20	18	30
0	0	0	0
0	0	0	0
0	0	0	0
0	0	3	0
22	14	10	8
0	0	0	0
0	0	0	0
0	0	0	0
2	2	0	4
4	12	32	12
1	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	2	0	2
2	2	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	2	4	13
8	6	4	4
10	14	8	10
8	13	10	6
4	6	2	8
0	0	0	0
0	4	0	0
31	31	12	24
4	2	2	6
6	3	4	2
0	0	2	0
2	2	2	2
0	0	0	2
8	2	2	0
0	4	4	6
2	0	2	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	2
2	0	0	2
24	26	34	23
2	4	0	2
0	4	2	4
0	0	0	0
0	0	2	0
10	2	10	4
0	0	0	0
0	1	2	0
0	0	0	0
0	0	0	0
0	0	0	0
49	36	18	24
5	0	0	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
13	20	22	13
50	40	40	61
7	12	10	23
0	2	2	1
6	0	2	5
205	138	134	135
2	0	8	0
0	2	0	2
2	2	2	2
49	51	49	56
16	28	37	28
39	36	31	31
23	30	41	22
16	19	19	29
22	31	29	26
8	4	0	4
8	2	4	0
2	0	0	10
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	1
6	0	0	2
10	6	6	10
0	2	2	0
0	0	0	0
8	10	8	26
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
12	20	8	8
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	4	0	4
6	3	4	2
0	5	4	2
2	0	6	8
2	4	0	0
0	0	0	2
0	0	0	0
6	4	12	1
8	6	9	8
2	2	4	6
4	6	5	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
8	4	0	6
0	0	0	0
0	0	0	0
2	0	0	2
0	0	0	2
3	0	0	0
4	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	2	0
5	2	4	2
5	5	2	3
0	0	0	0
0	4	2	0
0	0	2	0
0	0	0	0
0	0	0	0
0	2	0	2
4	6	8	6
2	4	4	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	6
0	2	4	0
4	4	4	6
7	6	8	13
4	4	6	2
6	13	4	6
24	20	20	21
2	2	1	2
8	5	6	20
0	0	2	2
0	2	0	2
0	0	0	0
0	0	0	0
6	0	2	2
0	6	2	4
2	0	6	4
0	2	2	6
4	0	3	2
0	2	4	8
2	4	6	4
0	9	2	2
0	4	4	2
18	12	14	17
0	10	0	4
7	2	2	0
4	0	8	6
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	2
0	4	2	13
9	5	6	9
6	6	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	2	0
0	4	0	0
37	28	43	44
33	14	34	32
22	27	31	22
117	114	154	125
83	68	62	63
6	4	6	0
24	29	18	33
18	25	26	39
53	36	38	29
27	31	19	28
89	63	83	63
179	136	139	144
63	55	61	48
2	6	10	0
2	4	2	0
37	27	36	44
56	63	59	60
43	24	29	32
0	0	0	0
42	35	32	48
0	2	6	2
6	8	0	1
348	344	333	316
3	2	4	10
4	2	6	7
83	113	53	48
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	12	12	10
5	10	11	6
6	0	4	2
7	9	3	4
0	0	2	4
0	0	0	0
0	12	2	5
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	0	7	2
14	16	13	31
7	4	9	6
4	16	13	7
0	1	2	2
20	48	32	16
4	2	6	4
2	1	4	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	4	0
0	0	2	0
2	2	2	0
8	9	12	4
8	6	8	6
6	4	8	2
0	2	5	0
25	30	29	34
13	14	27	16
24	29	33	18
28	15	10	25
11	6	14	16
19	12	34	14
1	0	0	1
23	33	45	30
27	26	31	8
29	30	49	35
12	26	24	24
21	8	15	21
85	56	61	71
14	9	9	4
14	5	9	7
0	0	0	0
0	3	2	0
0	0	0	2
2	0	0	0
3	6	0	0
0	6	2	4
0	1	2	1
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
19	27	28	8
3	0	1	7
1	0	0	0
26	12	33	24
48	60	67	76
0	0	0	0
7	8	2	18
4	4	8	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
17	25	17	11
10	18	25	9
5	5	0	4
0	4	2	3
0	0	0	1
0	2	0	0
2	3	5	11
2	0	2	0
0	2	0	0
0	0	0	0
0	2	0	0
4	6	5	8
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	2	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	4	2	0
1	2	3	6
5	4	0	1
0	0	0	0
0	2	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	2	0
10	12	26	16
15	30	37	31
26	39	32	16
10	27	35	21
19	26	25	16
7	32	27	13
9	21	30	26
10	24	18	13
12	6	17	3
2	4	4	0
0	3	0	0
32	51	63	34
1	3	2	0
7	0	9	4
8	10	8	6
42	72	84	72
0	2	6	2
0	0	0	2
0	0	4	0
2	0	2	6
1	0	1	2
3	0	5	8
2	0	2	0
0	0	0	0
73	90	101	91
26	33	35	25
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7	0	4	0
0	4	4	2
4	8	6	4
0	3	0	0
0	2	6	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	7	5
4	6	6	2
4	7	19	13
14	25	29	26
28	38	36	25
0	0	0	0
0	0	0	0
0	0	0	2
8	7	13	12
4	8	5	4
0	0	0	0
0	0	0	0
0	0	0	0
4	6	2	8
4	0	2	2
0	0	2	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	4	4	0
5	3	6	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
10	10	6	4
2	6	8	0
2	4	4	2
3	4	0	6
8	16	6	2
2	8	7	12
8	8	2	8
2	5	2	2
0	0	0	0
0	2	2	0
0	0	0	0
0	0	0	4
2	2	3	4
4	10	8	12
8	8	12	15
2	4	0	0
0	2	0	4
2	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
1	2	1	0
6	16	18	11
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	7
42	44	57	42
0	3	2	1
4	2	4	2
0	0	0	0
0	3	4	4
0	2	0	2
0	0	0	0
9	7	6	11
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
3	4	4	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	2	1
0	0	2	0
0	2	2	2
60	52	49	43
0	4	0	2
3	2	4	2
6	3	2	6
0	0	0	0
0	0	0	0
0	0	0	0
